CTH2406-00280!VIPERFISH|PLATFORMS-SERVER!2024-02-27 23:37:25!EXCESSIVE_SEAWORTHY_TEST_RESULTS!Failing Child Step='seaworthy_margin_down [Voltage Margin DOWN] - seaworthy_iteration_0';Attribute 'seaworthy-test-results' has 1 violated entries during seaworthy. Violated entries: SeaworthyTes!DB03!Dis PCBA to debug!510008:SYSTEM TEST
CTH2407-03625!VIPERFISH|PLATFORMS-SERVER!2024-02-27 16:32:25!EXCESSIVE_VX_POWER_RUN_STATUS!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - tdp';Attribute 'vx-power-run-status' has 1 violated entries during vx-power-tdp. Violated entries: UNKNOWN_0!DB03!dis pcba to  debug!510008:SYSTEM TEST
CTH2335-71302!GHOSTLITE POD|PLATFORMS-SERVER!2024-02-21 01:43:59!vr_glc0_hbm_vddql_0r4_mfr_revision!value='' lower_limit='(001)' upper_limit=''!DB06!Rework Heat Sinks Peregrine GPN: 1171127!510008:SYSTEM TEST
CTH2404-03548!VIPERFISH|PLATFORMS-SERVER!2024-02-28 04:01:20!vf_loopbacks_fab_failed!Failing Child Step='vf_loopback_external - Diag';Test command '/export/hda3/tests/vf_loopback_fabs/vf_loopback_fabs_test_executable.runfiles/google3/platforms/asic_sw/tools/deepsea/vxc/vfc/vf_loo!DB03!Dis PCBA to debug!510008:SYSTEM TEST
CTH2343-00492!VIPERFISH|PLATFORMS-SERVER!2024-02-06 03:18:40!EXCESSIVE_SEAWORTHY_TEST_RESULTS!Failing Child Step='seaworthy - seaworthy_iteration_0';Attribute 'seaworthy-test-results' has 2 violated entries during seaworthy. Violated entries: MatmulConsistencyTest.MatmulUniBigPosSmallPosD!DB03!Dis PCBA to debug!510008:SYSTEM TEST
CTH2350-01864!VIPERFISH|PLATFORMS-SERVER!2024-02-14 03:17:41!vf_si_unexpected_fail!Failing Child Step='vfsi_cdmii - vfsi';vf_si binary have non-zero return value: 1!DB03!Dis PCBA to debug!510008:SYSTEM TEST
CTH2342-00432!VIPERFISH|PLATFORMS-SERVER!2024-02-06 03:18:40!PCIE_DEVPATH_MISSING!^/phys/PE\d/IO0/CDFP/DOWNLINK/VFC1:device:asic!DB03!Dis PCBA to debug!510008:SYSTEM TEST
CTH2402-00106!VIPERFISH|PLATFORMS-SERVER!2024-02-14 03:17:41!VF_SI_ERROR!Failing Child Step='vfsi_cdmii - Diag';vf_si Empty csv file!DB03!Dis PCBA to debug!510008:SYSTEM TEST
CTH2403-02504!VIPERFISH|PLATFORMS-SERVER!2024-02-27 18:39:07!pcie_vfc0_width!value='x4' lower_limit='x16' upper_limit=''!DB03!Dis PCBA to debug!510008:SYSTEM TEST
CTH2404-00771!VIPERFISH|PLATFORMS-SERVER!2024-02-27 18:18:56!VX_POWER_EXECUTION!Failing Child Step='vf_tdp_thermal_impedance - vx-power-execution';vx_power finished with errors:;E0123 11:19:00.914231   35104 async_driver.cc:487] [device_path: 	 "/dev/vfio/136" mode: KERNEL]!DB03!Dis PCBA to debug!510008:SYSTEM TEST
